Node 1;Node 2;Weight;Mentions
Dungbomb;Fred;0.0;1
Eye;Lupin;0.4;1
Eye;Ron;0.248265726044;10
Eye;tartly;0.8;1
Eye;Professor;0.0592923280423;12
Eye;Dumbledore;0.175;3
Eye;Snape;0.0;1
Eye;Hermione;0.333333333333;1
Eye;Severus;0.0;1
Eye;coldly;-0.06875;1
pompously;defensively;0.2;1
pompously;Menagerie;0.1;2
pompously;Scabbers;0.0666666666667;3
pompously;Ron;0.0798333333333;25
pompously;Weasley;0.0321530115975;18
pompously;Fred;0.133333333333;5
pompously;Percy;0.025;3
pompously;Crookshanks;-0.1;2
pompously;Hermione;0.0375;2
pompously;Harry;0.108333333333;9
pompously;Mrs;0.216666666667;3
pompously;George;0.028125;2
Hogsmeade;Ron;0.0;2
Hogsmeade;Hedwig;-0.025;5
Hogsmeade;Hermione;0.0;2
Hogsmeade;Lupin;-0.0291666666667;15
Hogsmeade;Filch;-0.146875;1
Hogsmeade;Vernon;0.0;2
Hogsmeade;Snape;0.0523611111111;24
Hogsmeade;Marge;0.129910714286;8
Hogsmeade;Harry;0.517297091797;14
Hogsmeade;Stan;0.0;1
Hogsmeade;abruptly;-0.128571428571;2
Shrivelfig;Malfoy;0.35;1
Father;Malfoy;0.0166666666667;1
Muggles;Ron;0.0;1
Muggles;Professor;0.0318181818182;1
Muggles;Lupin;-0.0727272727273;1
Muggles;Hermione;-0.3125;1
Muggles;Harry;-0.05;3
Muggles;Cornelius;0.0950396825397;1
Muggles;Seamus;0.0541666666667;1
Dudley;Aunt;0.135763888889;2
Dudley;Uncle;0.126791028912;7
Dudley;Marge;0.127361111111;10
Dudley;Harry;0.105;5
Cho;Harry;0.325;1
tersely;Hagrid;-0.177083333333;1
White;Hagrid;0.0;1
White;Pettigrew;0.0;2
White;James;0.0;2
White;Professor;-0.0504735449735;21
White;Dumbledore;0.0;1
White;Black;-0.220634920635;7
White;Harry;0.25;2
White;Rosmerta;-0.0324626068376;13
White;Secret-Keeper;0.0;1
still;Harry;0.0222222222222;1
Ravenclaw;Dean;-0.15;2
Ravenclaw;Ron;-0.06;5
Ravenclaw;Professor;-0.190625;4
Ravenclaw;Harry;0.325;2
Ravenclaw;Fred;0.0;1
Ravenclaw;Percy;0.238541666667;3
Ravenclaw;Wood;0.0;2
Ravenclaw;Hermione;0.68;3
Ravenclaw;Beater;0.0333333333333;3
Ravenclaw;Hufflepuff;-0.15;2
Dad;Hermione;0.32;3
Dad;Ron;-0.2;1
Dad;George;-0.133333333333;1
Brown;Neville;0.00972222222222;2
Brown;Ron;0.0100580357143;20
Brown;Trelawney;0.0611607142857;2
Brown;Professor;0.00288580246914;27
Brown;Future;-0.0833333333333;3
Brown;Hermione;0.0111111111111;9
Brown;Harry;0.13;5
Brown;tremulously;0.0;2
Brown;Seamus;-0.0833333333333;2
Brown;airily;0.0;2
Rules;Snape;0.0125;1
McGonagall;Ron;-0.0944444444444;2
McGonagall;Harry;-0.166666666667;2
seriously;Snape;0.0761904761905;1
Fred;Dungbomb;0.0;1
Fred;Sir;0.51953125;2
Fred;pompously;0.133333333333;5
Fred;suddenly;-0.106944444444;5
Fred;irritably;0.0625;5
Fred;Weasley;0.0865903078403;22
Fred;Wood;-0.0137408910534;10
Fred;Hufflepuff;-0.241666666667;3
Fred;Ravenclaw;0.0;1
Fred;defensively;0.116666666667;4
Fred;Scabbers;0.0583333333333;7
Fred;Nimbus;0.0;1
Fred;Alicia;0.0555555555556;9
Fred;Filch;0.122077922078;1
Fred;bitterly;-0.625;1
Fred;confidently;-0.0638383838384;1
Fred;solemnly;0.156060606061;3
Fred;happily;0.225;1
Fred;Professor;0.136217948718;2
Fred;Snitch;-0.075;1
Fred;faintly;0.5;2
Fred;Zonko;1.0;1
Fred;Crookshanks;0.0133333333333;5
Fred;Hermione;0.0178337574318;11
Fred;Harry;0.367677968144;21
Fred;Hooch;0.110937950938;2
Fred;Mrs;0.152777777778;6
Fred;Menagerie;0.0933333333333;5
Fred;Dean;0.75;2
Fred;Ron;0.232806207662;37
Fred;boring;-0.25;1
Fred;Parkinson;-0.1;1
Fred;George;0.168629415897;11
Fred;Percy;0.409375;7
Fred;Slytherin;0.285714285714;1
Fred;briskly;0.128571428571;3
Fred;Katie;-0.204166666667;2
Hall;Madam;-0.0998172433036;8
Hall;Neville;0.0;1
Hall;Ron;0.0580789620536;3
Hall;Pomfrey;0.129064360119;2
Hall;Professor;0.162746465774;4
Hall;Malfoy;0.258128720238;1
Hall;Hermione;0.129064360119;2
Hall;Harry;-0.0106708829365;9
Hall;Crabbe;0.129064360119;2
