Occurrence;From;To;Sentiment;Index;Context
" Little tyke , " chortled Mr. Dursley as he left the house .;he,Mr. Dursley,;;-0.09375;20;0
" The Potters , that 's right , that 's what I heard - ";;I,right,;0.285714285714;56;1
" - yes , their son , Harry - ";;;0.0;57;1
" Sorry , " he grunted , as the tiny old man stumbled and almost fell .;he,the tiny old man,;;-0.133333333333;72;2
On the contrary , his face split into a wide smile and he said in a squeaky voice that made passersby stare , " Do n't be sorry , my dear sir , for nothing could upset me today ! Rejoice , for You-Know-Who has gone at last ! Even Muggles like yourself should be celebrating , this happy , happy day ! ";he,;for nothing,me,You-Know-Who,yourself,me,;0.260416666667;75;2
" Shoo ! ";;;0.0;85;3
She told him over dinner all about Mrs. Next Door 's problems with her daughter and how Dudley had learned a new word ( " Wo n't ! " ) .;She,Dudley,;;0.0852272727273;94;4
" And finally , bird-watchers everywhere have reported that the nation 's owls have been behaving very unusually today . Although owls normally hunt at night and are hardly ever seen in daylight , there have been hundreds of sightings of these birds flying in every direction since sunrise . Experts are unable to explain why the owls have suddenly changed their sleeping pattern . ";;bird-watchers,owls,these birds,Experts,the owls,at night,in daylight,hundreds,their sleeping pattern,;-0.15;97;4
The newscaster allowed himself a grin . " Most mysterious . And now , over to Jim McGuffin with the weather . Going to be any more showers of owls tonight , Jim ? ";The newscaster,;any more showers,;0.333333333333;98;4
" Well , Ted , " said the weatherman , " I do n't know about that , but it 's not only the owls that have been acting oddly today . Viewers as far apart as Kent , Yorkshire , and Dundee have been phoning in to tell me that instead of the rain I promised yesterday , they 've had a downpour of shooting stars ! Perhaps people have been celebrating Bonfire Night early - it 's not until next week , folks ! But I can promise a wet night tonight . ";;I,it,Dundee,tell me,the rain I,they,it,I,yesterday,a downpour,Bonfire Night,a wet night,;0.0302083333333;99;4
He cleared his throat nervously . " Er - Petunia , dear - you have n't heard from your sister lately , have you ? ";He,;you,you,;0.0;108;5
" No , " she said sharply . " Why ? ";she,;;0.0;111;5
" Funny stuff on the news , " Mr. Dursley mumbled . " Owls...shooting stars...and there were a lot of funny-looking people in town today ... ";Mr. Dursley,;a lot,;0.25;112;5
" So ? ";;;0.0;113;5
" Well , I just thought...maybe...it was something to do with...you know...her crowd . ";;with...you know...her crowd,;0.0;115;5
Mr. Dursley wondered whether he dared tell her he'd heard the name " Potter . ";Mr. Dursley,he,her he'd,;;0.0;117;5
Instead he said , as casually as he could , " Their son - he'd be about Dudley 's age now , would n't he ? ";he,he,;he'd,;0.0;119;5
" I suppose so , " said Mrs. Dursley stiffly .;Mrs. Dursley stiffly,;I,;0.0;120;5
" What 's his name again ? Howard , is n't it ? ";;his name,;0.0;121;5
" Harry . Nasty , common name , if you ask me . ";;you ask me,;-0.65;122;5
" Oh , yes , " said Mr. Dursley , his heart sinking horribly . " Yes , I quite agree . ";his heart,Mr. Dursley,;I,;0.0;123;5
He chuckled and muttered , " I should have known . ";He,;I,;0.0;151;6
" Fancy seeing you here , Professor McGonagall . ";;Fancy,you,;0.0;161;7
" How did you know it was me ? ";;you,it,you,it,me,;0.0;167;7
" My dear Professor , I 've never seen a cat sit so stiffly . ";;I,a cat sit,;0.0;169;7
" You'd be stiff if you'd been sitting on a brick wall all day , " said Professor McGonagall .;Professor McGonagall,;You'd,if you'd,a brick,all day,;-0.214285714286;170;7
" All day ? When you could have been celebrating ? I must have passed a dozen feasts and parties on my way here . ";;you,I,a dozen feasts,;0.0;171;7
" Oh yes , I 've celebrating , all right , " she said impatiently . " You'd think they'd be a bit more careful , but no - even the Muggles have noticed something 's going on . It was on their news . ";she,;I,You'd,the Muggles,It,a bit,something,;0.228571428571;173;7
She jerked her head back at the Dursleys ' dark living-room window . " I heard it . Flocks of owls...shooting stars...Well , they 're not completely stupid . They were bound to notice something . Shooting stars down in Kent - I 'll bet that was Dedalus Diggle . He never had much sense . ";She,the Dursleys,;I,they,They,I,He,it,something,Dedalus Diggle,much sense,;-0.201111111111;174;7
" You ca n't blame them , " said Dumbledore gently . " We 've had precious little to celebrate for eleven years . ";Dumbledore gently,;You,them,We,;0.15625;175;7
" I know that , " said Professor McGonagall irritably . " But that 's no reason to lose our heads . People are being downright careless , out on the streets in broad daylight , not even dressed in Muggle clothes , swapping rumors . ";Professor McGonagall irritably,;I,People,no reason,our heads,rumors,;-0.21875;176;7
She threw a sharp , sideways glance at Dumbledore here , as though hoping he was going to tell her something , but he did n't , so she went on . " A fine thing it would be if , on the very day You-Know-Who seems to have disappeared at last , the Muggles found out about us all . I suppose he really has gone , Dumbledore ? ";She,he,he,she,Dumbledore here,;A fine thing it,You-Know-Who,the Muggles,I,he,You-Know-Who,he,;0.0983333333333;177;7
" It certainly seems so , " said Dumbledore . " We have much to be thankful for . Would you care for a lemon drop ? ";Dumbledore,;It,We,you,you,;0.1;178;7
" A what ? ";;;0.0;179;7
" A lemon drop . They 're a kind of Muggle sweet I 'm rather fond of . ";;They,Muggle sweet I,a kind,;0.475;180;7
" No , thank you , " said Professor McGonagall coldly , as though she did n't think this was the moment for lemon drops . " As I say , even if You-Know-Who has gone - ";though she,Professor McGonagall coldly,;I,You-Know-Who,;0.0;181;7
" My dear Professor , surely a sensible person like yourself can call him by his name ? All this ' You-Know-Who ' nonsense - for eleven years I have been trying to persuade people to call him by his proper name : Voldemort . ";;yourself,him,eleven years I,him,him,his name,You-Know-Who,people,him,his proper name,;0.0;182;7
Professor McGonagall flinched , but Dumbledore , who was unsticking two lemon drops , seemed not to notice . " It all gets so confusing if we keep saying ' You-Know-Who . ' I have never seen any reason to be frightened of saying Voldemort 's name . ";Professor McGonagall,two lemon,;we keep,I,we keep,any reason,Voldemort,;-0.3;183;7
" I know you have n't , said Professor McGonagall , sounding half exasperated , half admiring . ";;I,you,half,you,Professor McGonagall,half,;-0.166666666667;184;7
Everyone knows you 're the only one You-Know - oh , all right , Voldemort , was frightened of . ";Everyone,you,Voldemort,;;0.142857142857;186;7
" You flatter me , " said Dumbledore calmly . " Voldemort had powers I will never have . ";Dumbledore calmly,;You,me,Voldemort,powers I,powers I,;0.0;187;7
" Only because you 're too - well - noble to use them . ";;you,them,;0.3;188;7
" It 's lucky it 's dark . I have n't blushed so much since Madam Pomfrey told me she liked my new earmuffs . ";;It,lucky it,I,Madam Pomfrey,me she,lucky it,me she,my new earmuffs,;0.203939393939;189;7
Professor McGonagall shot a sharp look at Dumbledore and said " The owls are nothing next to the rumors that are flying around . You know what they 're saying ? About why he 's disappeared ? About what finally stopped him ? ";Professor McGonagall,;The owls,You,they,he,him,;-0.0625;190;7
It was plain that whatever " everyone " was saying , she was not going to believe it until Dumbledore told her it was true .;It,she,it,Dumbledore,her it,;;0.0678571428571;192;7
" What they 're saying , " she pressed on , " is that last night Voldemort turned up in Godric 's Hollow . He went to find the Potters . The rumor is that Lily and James Potter are - are - that they 're - dead . ";she,;they,last night Voldemort,He,The rumor,Lily and James Potter,they,the Potters,;-0.1;194;7
" Lily and James...I ca n't believe it...I did n't want to believe it...Oh , Albus ... ";;Lily and James...I,;0.0;197;7
Dumbledore reached out and patted her on the shoulder . " I know...I know ... ";Dumbledore,;;0.0;198;7
Professor McGonagall 's voice trembled as she went on . " That 's not all . They 're saying he tried to kill the Potter 's son , Harry . But he could n't . He could n't kill that little boy . No one knows why , or how , but they 're saying that when he could n't kill Harry Potter , Voldemort 's power somehow broke - and that 's why he 's gone . ";voice,she,Professor McGonagall,;They,he,he,He,they,he,power,he,he,the Potter,Harry Potter,;-0.1875;200;7
" It 's - it 's true ? ";;It,it,;0.35;202;7
faltered Professor McGonagall . " After all he 's done...all the people he 's killed...he could n't kill a little boy ? It 's just astounding...of all the things to stop him...but how in the name of heaven did Harry survive ? ";Professor McGonagall,;all he,done...all the people he,It,of heaven,Harry,done...all the people he,a little boy,Harry,;-0.1875;203;7
" We can only guess . ";;We,;0.0;204;7
said Dumbledore . " We may never know . ";Dumbledore,;We,;0.0;205;7
It must have made sense to Dumbledore , though , because he put it back in his pocket and said , " Hagrid 's late . I suppose it was he who told you I'd be here , by the way ? ";It,Dumbledore,;I,it,you I'd,it,he,you I'd,;-0.15;210;7
" Yes , " said Professor McGonagall . " And I do n't suppose you 're going to tell me why you 're here , of all places ? ";Professor McGonagall,;I,you,you,you,me,;0.0;211;7
" I 've come to bring Harry to his aunt and uncle . They 're the only family he has left now . ";;I,They,he,Harry,he,;0.0;212;7
" You do n't mean - you ca n't mean the people who live here ? ";;You,you,the people,;-0.162878787879;213;7
cried Professor McGonagall , jumping to her feet and pointing at number four . " Dumbledore - you ca n't . I 've been watching them all day . You could n't find two people who are less like us . And they 've got this son - I saw him kicking his mother all the way up the street , screaming for sweets . Harry Potter come and live here ! ";Professor McGonagall,;you,I,You,they,I,him,his,Harry Potter,them all day,two people,this son,him,his,all the way,;-0.0189393939394;214;7
" It 's the best place for him , " said Dumbledore firmly . " His aunt and uncle will be able to explain everything to him when he 's older . I 've written them a letter . ";Dumbledore firmly,;It,the best place,His aunt and uncle,he,I,everything,them a letter,;0.555555555556;215;7
" A letter ? ";;;0.0;216;7
